SalesID,DateKey,PharmacyID,ProductID,UnitsSold,RevenueEUR,CostEUR,MarginEUR,PromoFlag
S0009311,20240423,PH0112,PR0050,1,8.6,6.23,2.37,No
S0009312,20240423,PH0117,PR0054,6,41.92,29.69,12.23,Yes
S0009313,20240423,PH0117,PR0033,7,83.81,57.64,26.17,No
S0009314,20240423,PH0118,PR0210,4,126.8,74.73,52.07,No
S0009315,20240423,PH0118,PR0207,5,38.45,25.33,13.12,No
S0009316,20240423,PH0119,PR0070,7,61.92,41.89,20.03,No
S0009317,20240423,PH0119,PR0151,5,66.8,45.28,21.52,No
S0009318,20240423,PH0119,PR0028,1,17.99,11.26,6.73,No
S0009319,20240424,PH0002,PR0108,1,15.2,11.49,3.71,No
S0009320,20240424,PH0004,PR0091,2,30.48,18.67,11.81,No
S0009321,20240424,PH0004,PR0182,7,34.45,21.89,12.56,No
S0009322,20240424,PH0008,PR0060,3,169.02,136.71,32.31,No
S0009323,20240424,PH0010,PR0109,5,78.69,59.85,18.84,Yes
S0009324,20240424,PH0012,PR0073,9,160.24,104.16,56.08,No
S0009325,20240424,PH0014,PR0009,1,14.57,10.54,4.03,No
S0009326,20240424,PH0014,PR0021,8,111.89,80.16,31.73,No
S0009327,20240424,PH0018,PR0035,13,24.64,16.37,8.27,No
S0009328,20240424,PH0021,PR0216,9,654.93,495.76,159.17,No
S0009329,20240424,PH0023,PR0038,10,53.32,42.75,10.57,Yes
S0009330,20240424,PH0024,PR0040,3,65.6,53.89,11.71,Yes
S0009331,20240424,PH0024,PR0195,22,259.42,214.11,45.31,Yes
S0009332,20240424,PH0027,PR0001,1,10.55,7.81,2.74,No
S0009333,20240424,PH0027,PR0098,6,184.77,121.38,63.39,No
S0009334,20240424,PH0028,PR0183,10,108.77,74.37,34.4,No
S0009335,20240424,PH0034,PR0174,9,82.32,59.7,22.62,No
S0009336,20240424,PH0035,PR0078,8,138.6,111.09,27.51,Yes
S0009337,20240424,PH0035,PR0087,7,49.78,35.69,14.09,No
S0009338,20240424,PH0036,PR0165,16,89.42,67.57,21.85,Yes
S0009339,20240424,PH0041,PR0064,3,53.99,44.97,9.02,Yes
S0009340,20240424,PH0043,PR0036,3,100.8,63.96,36.84,No
S0009341,20240424,PH0043,PR0218,6,107.98,80.87,27.11,No
S0009342,20240424,PH0044,PR0143,7,290.42,223.8,66.62,No
S0009343,20240424,PH0044,PR0208,3,50.18,34.01,16.17,No
S0009344,20240424,PH0047,PR0034,1,12.09,8.47,3.62,No
S0009345,20240424,PH0049,PR0108,5,57.02,44.09,12.93,No
S0009346,20240424,PH0049,PR0154,6,428.22,311.32,116.9,No
S0009347,20240424,PH0052,PR0014,5,63.55,45.33,18.22,No
S0009348,20240424,PH0053,PR0208,3,43.67,34.02,9.65,Yes
S0009349,20240424,PH0054,PR0105,2,27.62,19.28,8.34,No
S0009350,20240424,PH0054,PR0048,2,24.74,17.46,7.28,No
S0009351,20240424,PH0055,PR0015,4,157.11,129.02,28.09,Yes
S0009352,20240424,PH0055,PR0010,8,160.61,112.29,48.32,No
S0009353,20240424,PH0057,PR0029,8,59.84,47.97,11.87,Yes
S0009354,20240424,PH0059,PR0159,7,81.06,55.72,25.34,No
S0009355,20240424,PH0063,PR0010,5,99.42,71.1,28.32,No
S0009356,20240424,PH0065,PR0118,5,319.7,232.6,87.1,No
S0009357,20240424,PH0071,PR0164,10,123.69,76.32,47.37,No
S0009358,20240424,PH0071,PR0167,10,85.22,50.27,34.95,No
S0009359,20240424,PH0071,PR0080,2,115.84,95.71,20.13,No
S0009360,20240424,PH0072,PR0177,4,39.48,29.29,10.19,No
S0009361,20240424,PH0073,PR0084,11,199.21,132.09,67.12,No
S0009362,20240424,PH0074,PR0043,10,134.47,95.43,39.04,No
S0009363,20240424,PH0074,PR0162,9,30.14,20.35,9.79,No
S0009364,20240424,PH0074,PR0120,4,8.99,6.94,2.05,Yes
S0009365,20240424,PH0074,PR0056,6,106.95,74.12,32.83,No
S0009366,20240424,PH0075,PR0005,15,203.63,142.91,60.72,No
S0009367,20240424,PH0077,PR0164,12,156.24,96.64,59.6,No
S0009368,20240424,PH0077,PR0072,18,500.94,300.24,200.7,No
S0009369,20240424,PH0079,PR0199,2,82.66,63.96,18.7,No
S0009370,20240424,PH0080,PR0007,6,79.75,52.57,27.18,No
S0009371,20240424,PH0081,PR0213,2,55.51,40.69,14.82,Yes
S0009372,20240424,PH0083,PR0162,12,39.8,26.49,13.31,No
S0009373,20240424,PH0083,PR0195,12,171.93,120.35,51.58,No
S0009374,20240424,PH0083,PR0100,6,442.3,338.16,104.14,No
S0009375,20240424,PH0085,PR0063,7,27.07,17.94,9.13,No
S0009376,20240424,PH0090,PR0119,4,120.02,98.67,21.35,No
S0009377,20240424,PH0091,PR0218,4,70.62,53.0,17.62,No
S0009378,20240424,PH0092,PR0125,11,308.52,205.3,103.22,No
S0009379,20240424,PH0093,PR0115,2,27.29,18.93,8.36,No
S0009380,20240424,PH0093,PR0036,12,353.28,234.86,118.42,No
S0009381,20240424,PH0095,PR0135,12,267.75,190.1,77.65,No
S0009382,20240424,PH0096,PR0102,9,187.56,126.05,61.51,No
S0009383,20240424,PH0098,PR0063,10,34.48,23.76,10.72,Yes
S0009384,20240424,PH0103,PR0042,9,60.93,42.98,17.95,No
S0009385,20240424,PH0104,PR0065,9,73.76,55.83,17.93,Yes
S0009386,20240424,PH0105,PR0114,4,81.99,58.65,23.34,Yes
S0009387,20240424,PH0106,PR0012,6,335.6,261.76,73.84,No
S0009388,20240424,PH0109,PR0190,13,334.62,221.65,112.97,No
S0009389,20240424,PH0109,PR0070,25,210.89,139.29,71.6,No
S0009390,20240424,PH0113,PR0011,14,126.1,98.54,27.56,Yes
S0009391,20240424,PH0113,PR0036,18,604.8,393.3,211.5,No
S0009392,20240424,PH0117,PR0075,22,246.07,178.57,67.5,No
S0009393,20240424,PH0119,PR0068,5,65.83,47.66,18.17,No
S0009394,20240424,PH0120,PR0168,10,235.31,142.52,92.79,No
S0009395,20240424,PH0120,PR0157,14,317.47,219.31,98.16,No
S0009396,20240425,PH0002,PR0183,8,95.26,67.91,27.35,No
S0009397,20240425,PH0004,PR0096,15,83.66,58.29,25.37,No
S0009398,20240425,PH0004,PR0095,11,298.41,230.85,67.56,No
S0009399,20240425,PH0005,PR0178,3,38.17,24.75,13.42,No
S0009400,20240425,PH0005,PR0098,7,161.67,102.67,59.0,No
S0009401,20240425,PH0005,PR0147,1,13.42,8.28,5.14,No
S0009402,20240425,PH0006,PR0097,4,36.73,25.03,11.7,No
S0009403,20240425,PH0008,PR0006,6,62.43,46.16,16.27,No
S0009404,20240425,PH0010,PR0149,5,37.18,27.98,9.2,No
S0009405,20240425,PH0010,PR0016,3,39.98,27.33,12.65,No
S0009406,20240425,PH0010,PR0049,4,219.23,170.84,48.39,No
S0009407,20240425,PH0012,PR0071,2,39.21,25.72,13.49,No
S0009408,20240425,PH0013,PR0208,3,48.72,33.91,14.81,No
S0009409,20240425,PH0021,PR0016,17,237.58,161.74,75.84,No
S0009410,20240425,PH0021,PR0181,8,263.97,234.78,29.19,Yes
S0009411,20240425,PH0023,PR0095,6,181.4,167.96,13.44,Yes
S0009412,20240425,PH0025,PR0208,8,85.69,65.86,19.83,Yes
S0009413,20240425,PH0026,PR0117,4,15.89,12.75,3.14,Yes
S0009414,20240425,PH0027,PR0204,9,87.42,61.85,25.57,No
S0009415,20240425,PH0028,PR0028,5,79.14,52.38,26.76,No
S0009416,20240425,PH0029,PR0101,3,349.65,252.71,96.94,No
S0009417,20240425,PH0030,PR0122,2,157.95,108.02,49.93,No
S0009418,20240425,PH0035,PR0081,3,45.57,30.1,15.47,No
S0009419,20240425,PH0036,PR0005,6,78.88,54.96,23.92,No
S0009420,20240425,PH0036,PR0123,7,306.35,242.43,63.92,No
S0009421,20240425,PH0039,PR0196,10,48.7,36.01,12.69,No
S0009422,20240425,PH0041,PR0077,11,94.36,67.43,26.93,No
S0009423,20240425,PH0041,PR0162,7,21.41,14.42,6.99,No
S0009424,20240425,PH0041,PR0183,10,108.77,78.19,30.58,No
S0009425,20240425,PH0042,PR0199,6,343.38,268.91,74.47,No
S0009426,20240425,PH0046,PR0042,6,33.5,26.49,7.01,Yes
S0009427,20240425,PH0047,PR0050,6,51.6,39.52,12.08,No
S0009428,20240425,PH0049,PR0078,2,35.85,23.95,11.9,No
S0009429,20240425,PH0049,PR0079,4,42.49,30.73,11.76,No
S0009430,20240425,PH0053,PR0100,2,150.3,115.01,35.29,No
S0009431,20240425,PH0054,PR0173,2,124.53,93.81,30.72,No
S0009432,20240425,PH0054,PR0135,7,153.21,108.32,44.89,No
S0009433,20240425,PH0056,PR0093,22,299.91,212.62,87.29,No
S0009434,20240425,PH0058,PR0154,2,197.64,147.57,50.07,No
S0009435,20240425,PH0067,PR0158,6,129.34,84.82,44.52,No
S0009436,20240425,PH0070,PR0043,9,116.37,80.21,36.16,No
S0009437,20240425,PH0073,PR0064,8,170.64,123.47,47.17,No
S0009438,20240425,PH0074,PR0200,9,71.14,48.35,22.79,No
S0009439,20240425,PH0074,PR0115,11,169.66,116.95,52.71,No
S0009440,20240425,PH0075,PR0040,6,132.86,103.74,29.12,Yes
S0009441,20240425,PH0077,PR0209,12,485.04,388.02,97.02,No
S0009442,20240425,PH0078,PR0003,6,82.94,60.02,22.92,No
S0009443,20240425,PH0078,PR0061,5,14.83,10.05,4.78,No
S0009444,20240425,PH0082,PR0072,7,200.65,126.16,74.49,No
S0009445,20240425,PH0083,PR0078,5,118.35,78.84,39.51,No
S0009446,20240425,PH0087,PR0056,7,119.98,78.9,41.08,No
S0009447,20240425,PH0088,PR0055,3,220.14,175.24,44.9,No
S0009448,20240425,PH0093,PR0097,5,45.91,31.4,14.51,No
S0009449,20240425,PH0094,PR0115,8,92.54,66.8,25.74,No
S0009450,20240425,PH0094,PR0188,1,23.31,17.45,5.86,No
S0009451,20240425,PH0094,PR0021,4,41.56,28.79,12.77,No
S0009452,20240425,PH0094,PR0024,15,208.96,138.96,70.0,No
S0009453,20240425,PH0095,PR0001,3,31.94,24.39,7.55,No
S0009454,20240425,PH0095,PR0131,2,53.47,39.56,13.91,No
S0009455,20240425,PH0095,PR0205,9,218.39,130.14,88.25,No
S0009456,20240425,PH0095,PR0098,4,124.36,81.39,42.97,No
S0009457,20240425,PH0096,PR0020,8,136.4,89.22,47.18,No
S0009458,20240425,PH0099,PR0131,1,25.46,19.27,6.19,No
S0009459,20240425,PH0100,PR0100,1,71.57,53.5,18.07,No
S0009460,20240425,PH0100,PR0176,12,161.64,115.28,46.36,No
S0009461,20240425,PH0100,PR0199,5,264.95,204.37,60.58,No
S0009462,20240425,PH0101,PR0059,12,130.03,89.92,40.11,No
S0009463,20240425,PH0103,PR0081,6,103.02,66.29,36.73,No
S0009464,20240425,PH0103,PR0084,7,131.84,89.0,42.84,No
S0009465,20240425,PH0106,PR0130,3,45.17,31.71,13.46,No
S0009466,20240425,PH0107,PR0091,11,174.85,130.98,43.87,Yes
S0009467,20240425,PH0109,PR0004,7,109.09,64.92,44.17,No
S0009468,20240425,PH0110,PR0205,5,124.79,73.34,51.45,No
S0009469,20240425,PH0112,PR0082,3,87.13,67.63,19.5,No
S0009470,20240425,PH0114,PR0133,12,234.27,152.54,81.73,No
S0009471,20240425,PH0117,PR0165,16,87.11,54.75,32.36,No
S0009472,20240425,PH0117,PR0155,12,155.47,119.46,36.01,No
S0009473,20240425,PH0117,PR0201,9,60.16,40.0,20.16,No
S0009474,20240425,PH0119,PR0147,5,92.93,56.27,36.66,No
S0009475,20240425,PH0120,PR0121,2,104.9,81.97,22.93,No
S0009476,20240425,PH0120,PR0006,9,114.06,85.07,28.99,No
S0009477,20240425,PH0120,PR0045,8,49.55,34.25,15.3,No
S0009478,20240425,PH0120,PR0185,4,49.29,38.94,10.35,No
S0009479,20240426,PH0002,PR0097,4,41.52,26.88,14.64,No
S0009480,20240426,PH0002,PR0060,1,75.12,60.23,14.89,No
S0009481,20240426,PH0002,PR0149,8,60.07,43.79,16.28,No
S0009482,20240426,PH0004,PR0198,3,26.02,16.12,9.9,No
S0009483,20240426,PH0004,PR0205,5,83.53,55.98,27.55,Yes
S0009484,20240426,PH0007,PR0054,5,49.67,34.13,15.54,No
S0009485,20240426,PH0009,PR0213,17,520.33,356.84,163.49,No
S0009486,20240426,PH0010,PR0015,2,92.51,69.75,22.76,No
S0009487,20240426,PH0010,PR0147,14,224.48,155.61,68.87,Yes
S0009488,20240426,PH0013,PR0138,4,128.56,95.81,32.75,No
S0009489,20240426,PH0017,PR0046,17,70.38,44.76,25.62,No
S0009490,20240426,PH0017,PR0095,2,69.56,53.51,16.05,No
S0009491,20240426,PH0021,PR0202,22,332.64,212.96,119.68,No
S0009492,20240426,PH0023,PR0013,5,91.1,59.17,31.93,No
S0009493,20240426,PH0023,PR0133,23,527.1,344.67,182.43,No
S0009494,20240426,PH0024,PR0187,16,268.0,177.03,90.97,No
S0009495,20240426,PH0025,PR0162,11,27.63,18.64,8.99,No
S0009496,20240426,PH0027,PR0035,22,47.13,32.32,14.81,No
S0009497,20240426,PH0028,PR0124,1,48.55,37.31,11.24,No
S0009498,20240426,PH0028,PR0111,7,196.77,153.9,42.87,No
S0009499,20240426,PH0030,PR0137,9,128.61,88.78,39.83,No
S0009500,20240426,PH0032,PR0011,14,145.6,98.48,47.12,No
S0009501,20240426,PH0038,PR0183,8,80.17,63.13,17.04,Yes
S0009502,20240426,PH0039,PR0106,1,63.16,50.15,13.01,No
S0009503,20240426,PH0039,PR0098,8,236.88,150.23,86.65,No
S0009504,20240426,PH0039,PR0105,4,53.64,36.91,16.73,No
S0009505,20240426,PH0041,PR0041,12,825.13,596.93,228.2,No
S0009506,20240426,PH0045,PR0047,6,88.77,56.56,32.21,No
S0009507,20240426,PH0045,PR0097,9,94.31,61.03,33.28,No
S0009508,20240426,PH0045,PR0208,7,119.36,78.02,41.34,No
S0009509,20240426,PH0045,PR0017,4,21.04,14.64,6.4,No
S0009510,20240426,PH0046,PR0148,3,202.44,150.17,52.27,No
S0009511,20240426,PH0048,PR0101,2,222.0,152.97,69.03,No
S0009512,20240426,PH0049,PR0072,7,151.95,97.96,53.99,No
S0009513,20240426,PH0050,PR0136,3,44.29,30.05,14.24,No
S0009514,20240426,PH0053,PR0025,12,1007.5,729.18,278.32,No
S0009515,20240426,PH0053,PR0164,18,246.08,154.13,91.95,No
S0009516,20240426,PH0055,PR0036,11,369.6,229.49,140.11,No
S0009517,20240426,PH0055,PR0161,5,117.28,92.21,25.07,No
S0009518,20240426,PH0056,PR0046,5,19.66,12.62,7.04,No
S0009519,20240426,PH0056,PR0072,7,185.07,119.19,65.88,No
S0009520,20240426,PH0060,PR0062,4,250.19,197.67,52.52,No
S0009521,20240426,PH0065,PR0170,3,67.84,43.02,24.82,No
S0009522,20240426,PH0066,PR0058,18,229.13,165.31,63.82,No
S0009523,20240426,PH0066,PR0122,5,526.5,377.43,149.07,No
S0009524,20240426,PH0066,PR0144,15,344.14,230.37,113.77,No
S0009525,20240426,PH0068,PR0003,2,20.94,15.98,4.96,No
S0009526,20240426,PH0069,PR0043,16,196.54,135.33,61.21,No
S0009527,20240426,PH0073,PR0060,4,288.92,232.91,56.01,No
S0009528,20240426,PH0074,PR0183,9,107.17,73.81,33.36,No
S0009529,20240426,PH0075,PR0026,6,114.75,84.33,30.42,Yes
S0009530,20240426,PH0075,PR0075,16,177.5,151.16,26.34,Yes
S0009531,20240426,PH0075,PR0172,5,120.75,90.75,30.0,No
S0009532,20240426,PH0076,PR0027,1,103.96,71.93,32.03,No
S0009533,20240426,PH0076,PR0078,10,238.99,157.08,81.91,No
S0009534,20240426,PH0078,PR0088,1,99.55,75.2,24.35,No
S0009535,20240426,PH0079,PR0095,4,108.51,83.85,24.66,No
S0009536,20240426,PH0080,PR0078,8,143.4,98.47,44.93,No
S0009537,20240426,PH0081,PR0044,6,161.91,101.56,60.35,No
S0009538,20240426,PH0081,PR0102,9,196.94,141.29,55.65,No
S0009539,20240426,PH0093,PR0107,10,100.83,67.15,33.68,No
S0009540,20240426,PH0095,PR0129,8,88.82,74.91,13.91,Yes
S0009541,20240426,PH0096,PR0192,10,334.8,219.83,114.97,No
S0009542,20240426,PH0096,PR0145,1,79.84,62.07,17.77,No
S0009543,20240426,PH0097,PR0116,8,161.2,113.87,47.33,No
S0009544,20240426,PH0098,PR0129,2,21.32,17.07,4.25,No
S0009545,20240426,PH0099,PR0063,8,32.56,20.6,11.96,No
S0009546,20240426,PH0104,PR0115,9,137.47,96.05,41.42,No
S0009547,20240426,PH0105,PR0214,6,101.57,61.72,39.85,No
S0009548,20240426,PH0105,PR0060,2,137.24,108.73,28.51,No
S0009549,20240426,PH0106,PR0211,4,106.81,84.67,22.14,No
S0009550,20240426,PH0107,PR0027,1,94.96,68.58,26.38,No
S0009551,20240426,PH0109,PR0020,6,105.37,69.03,36.34,No
S0009552,20240426,PH0109,PR0220,12,204.43,128.98,75.45,No
S0009553,20240426,PH0109,PR0045,19,127.6,87.17,40.43,No
S0009554,20240426,PH0110,PR0164,4,56.25,35.28,20.97,No
S0009555,20240426,PH0111,PR0217,7,71.74,50.01,21.73,Yes
S0009556,20240426,PH0112,PR0032,3,89.81,67.54,22.27,No
S0009557,20240426,PH0112,PR0002,6,44.29,31.56,12.73,No
S0009558,20240426,PH0113,PR0019,12,810.05,635.55,174.5,No
S0009559,20240426,PH0113,PR0097,12,125.75,87.37,38.38,No
S0009560,20240426,PH0114,PR0095,11,351.97,268.57,83.4,No
S0009561,20240426,PH0119,PR0124,2,110.4,83.22,27.18,No
S0009562,20240426,PH0120,PR0086,9,80.63,61.08,19.55,No
S0009563,20240426,PH0120,PR0172,1,20.69,18.55,2.14,Yes
S0009564,20240427,PH0002,PR0036,2,66.56,41.2,25.36,No
S0009565,20240427,PH0002,PR0107,3,34.2,22.47,11.73,No
S0009566,20240427,PH0002,PR0165,7,50.81,34.32,16.49,No
S0009567,20240427,PH0004,PR0160,4,33.04,25.38,7.66,No
S0009568,20240427,PH0004,PR0124,6,207.18,173.24,33.94,Yes
S0009569,20240427,PH0005,PR0002,6,32.9,24.12,8.78,No
S0009570,20240427,PH0008,PR0010,20,298.27,201.73,96.54,No
S0009571,20240427,PH0008,PR0087,2,12.06,9.1,2.96,No
S0009572,20240427,PH0009,PR0101,2,206.87,167.06,39.81,Yes
S0009573,20240427,PH0009,PR0067,12,242.93,179.63,63.3,No
S0009574,20240427,PH0013,PR0018,4,161.44,126.47,34.97,No
S0009575,20240427,PH0017,PR0187,7,117.25,79.17,38.08,No
S0009576,20240427,PH0018,PR0192,11,338.82,229.06,109.76,No
S0009577,20240427,PH0020,PR0176,3,40.41,27.22,13.19,No
S0009578,20240427,PH0021,PR0011,10,112.32,76.31,36.01,No
S0009579,20240427,PH0021,PR0054,7,71.52,48.88,22.64,No
S0009580,20240427,PH0023,PR0101,2,239.76,174.5,65.26,No
S0009581,20240427,PH0027,PR0121,2,114.84,93.25,21.59,No
S0009582,20240427,PH0030,PR0056,7,93.58,64.26,29.32,No
S0009583,20240427,PH0031,PR0150,1,82.41,65.02,17.39,No
S0009584,20240427,PH0032,PR0187,3,50.25,34.54,15.71,No
S0009585,20240427,PH0033,PR0172,6,144.89,110.7,34.19,No
S0009586,20240427,PH0034,PR0110,7,153.0,90.56,62.44,No
S0009587,20240427,PH0036,PR0130,9,118.74,82.09,36.65,No
S0009588,20240427,PH0036,PR0077,5,41.54,29.79,11.75,No
S0009589,20240427,PH0037,PR0137,18,346.25,234.99,111.26,No
S0009590,20240427,PH0037,PR0010,25,501.9,347.47,154.43,No
S0009591,20240427,PH0037,PR0123,3,141.31,116.51,24.8,Yes
S0009592,20240427,PH0037,PR0154,2,180.43,140.19,40.24,Yes
S0009593,20240427,PH0038,PR0044,2,53.97,32.65,21.32,No
S0009594,20240427,PH0042,PR0066,1,11.83,7.9,3.93,No
S0009595,20240427,PH0045,PR0111,6,186.42,147.58,38.84,No
S0009596,20240427,PH0045,PR0207,6,48.45,33.82,14.63,No
S0009597,20240427,PH0047,PR0009,3,43.72,31.34,12.38,No
S0009598,20240427,PH0049,PR0220,12,154.81,95.54,59.27,No
S0009599,20240427,PH0049,PR0011,10,81.12,54.92,26.2,No
S0009600,20240427,PH0053,PR0169,6,219.18,154.18,65.0,No
S0009601,20240427,PH0054,PR0169,1,35.83,26.07,9.76,No
S0009602,20240427,PH0054,PR0198,7,80.18,47.93,32.25,No
S0009603,20240427,PH0055,PR0133,5,111.41,70.9,40.51,No
S0009604,20240427,PH0055,PR0044,1,26.98,16.72,10.26,No
S0009605,20240427,PH0056,PR0110,9,181.43,109.87,71.56,No
S0009606,20240427,PH0058,PR0097,18,194.01,133.89,60.12,No
S0009607,20240427,PH0062,PR0089,14,189.66,129.81,59.85,No
S0009608,20240427,PH0062,PR0091,7,129.94,84.25,45.69,No
S0009609,20240427,PH0062,PR0021,6,63.28,49.63,13.65,Yes
S0009610,20240427,PH0064,PR0188,4,93.23,67.91,25.32,No
S0009611,20240427,PH0067,PR0037,11,49.9,34.11,15.79,No
S0009612,20240427,PH0069,PR0181,2,68.06,53.31,14.75,No
S0009613,20240427,PH0069,PR0093,9,122.69,88.66,34.03,No
S0009614,20240427,PH0070,PR0107,4,43.84,28.31,15.53,No
S0009615,20240427,PH0071,PR0128,3,65.78,41.18,24.6,No
S0009616,20240427,PH0071,PR0142,2,125.53,97.34,28.19,No
S0009617,20240427,PH0071,PR0181,2,68.06,52.43,15.63,No
S0009618,20240427,PH0073,PR0102,7,145.88,102.43,43.45,No
S0009619,20240427,PH0074,PR0039,9,213.69,143.55,70.14,No
S0009620,20240427,PH0074,PR0171,5,446.68,344.32,102.36,No
S0009621,20240427,PH0075,PR0033,14,204.16,139.14,65.02,No
S0009622,20240427,PH0076,PR0204,16,155.42,103.1,52.32,No
S0009623,20240427,PH0077,PR0131,2,50.92,38.88,12.04,No
S0009624,20240427,PH0077,PR0166,12,155.4,109.86,45.54,No
S0009625,20240427,PH0082,PR0078,8,189.36,123.08,66.28,No
S0009626,20240427,PH0086,PR0160,5,55.6,41.2,14.4,No
S0009627,20240427,PH0087,PR0200,5,38.0,25.69,12.31,No
S0009628,20240427,PH0089,PR0104,12,31.01,21.39,9.62,No
S0009629,20240427,PH0091,PR0135,6,131.32,91.52,39.8,No
S0009630,20240427,PH0091,PR0083,16,174.39,127.59,46.8,Yes
S0009631,20240427,PH0098,PR0037,7,27.93,19.2,8.73,No
S0009632,20240427,PH0098,PR0132,7,74.95,53.19,21.76,No
S0009633,20240427,PH0100,PR0127,5,59.45,40.29,19.16,No
S0009634,20240427,PH0104,PR0213,13,390.32,278.76,111.56,No
S0009635,20240427,PH0104,PR0161,2,46.02,36.36,9.66,No
S0009636,20240427,PH0104,PR0188,3,92.33,67.73,24.6,No
S0009637,20240427,PH0104,PR0089,10,146.88,101.95,44.93,No
S0009638,20240427,PH0106,PR0131,2,45.95,39.25,6.7,Yes
S0009639,20240427,PH0109,PR0138,1,33.1,24.51,8.59,No
S0009640,20240427,PH0111,PR0077,8,72.24,52.13,20.11,No
S0009641,20240427,PH0112,PR0138,3,101.24,73.65,27.59,No
S0009642,20240427,PH0113,PR0170,9,232.28,157.28,75.0,No
S0009643,20240427,PH0114,PR0204,6,51.56,35.59,15.97,No
S0009644,20240427,PH0114,PR0145,2,146.91,112.94,33.97,No
S0009645,20240427,PH0117,PR0033,2,21.23,17.55,3.68,Yes
S0009646,20240427,PH0117,PR0125,6,117.76,84.17,33.59,Yes
S0009647,20240427,PH0118,PR0038,4,22.72,15.52,7.2,No
S0009648,20240427,PH0120,PR0187,1,15.91,10.78,5.13,No
S0009649,20240427,PH0120,PR0176,10,119.36,88.09,31.27,Yes
S0009650,20240428,PH0008,PR0018,2,58.34,50.2,8.14,Yes
S0009651,20240428,PH0014,PR0196,7,35.79,26.7,9.09,No
S0009652,20240428,PH0018,PR0214,9,147.55,93.23,54.32,No
S0009653,20240428,PH0020,PR0204,4,37.36,25.7,11.66,No
S0009654,20240428,PH0021,PR0019,1,59.38,52.8,6.58,Yes
S0009655,20240428,PH0023,PR0002,8,60.74,45.18,15.56,No
S0009656,20240428,PH0023,PR0170,1,26.55,17.69,8.86,No
S0009657,20240428,PH0023,PR0156,14,251.45,168.03,83.42,No
S0009658,20240428,PH0024,PR0171,1,85.9,66.7,19.2,No
S0009659,20240428,PH0028,PR0134,2,25.93,18.6,7.33,No
S0009660,20240428,PH0028,PR0026,11,232.09,150.84,81.25,No
S0009661,20240428,PH0028,PR0209,3,115.2,91.32,23.88,No
S0009662,20240428,PH0033,PR0208,9,138.85,94.56,44.29,No
S0009663,20240428,PH0034,PR0170,4,101.27,68.89,32.38,No
S0009664,20240428,PH0036,PR0032,8,209.83,156.86,52.97,No
S0009665,20240428,PH0036,PR0161,3,61.66,49.44,12.22,No
S0009666,20240428,PH0039,PR0044,9,231.3,148.13,83.17,No
S0009667,20240428,PH0041,PR0150,3,223.7,170.14,53.56,No
S0009668,20240428,PH0042,PR0096,8,61.78,43.26,18.52,No
S0009669,20240428,PH0043,PR0106,4,265.27,208.93,56.34,No
S0009670,20240428,PH0045,PR0098,5,155.45,96.05,59.4,No
S0009671,20240428,PH0046,PR0084,5,90.55,62.06,28.49,No
S0009672,20240428,PH0048,PR0134,6,81.9,56.85,25.05,No
S0009673,20240428,PH0051,PR0202,1,10.92,6.99,3.93,No
S0009674,20240428,PH0053,PR0082,5,145.22,110.81,34.41,No
S0009675,20240428,PH0053,PR0105,6,84.48,59.55,24.93,No
S0009676,20240428,PH0055,PR0113,12,85.43,58.75,26.68,No
S0009677,20240428,PH0058,PR0052,17,119.16,81.63,37.53,No
S0009678,20240428,PH0065,PR0101,1,102.12,72.42,29.7,No
S0009679,20240428,PH0066,PR0215,1,57.46,44.2,13.26,No
S0009680,20240428,PH0066,PR0022,1,20.82,17.38,3.44,Yes
S0009681,20240428,PH0074,PR0036,6,199.68,130.99,68.69,No
S0009682,20240428,PH0074,PR0217,7,82.26,53.45,28.81,No
S0009683,20240428,PH0074,PR0209,6,252.22,201.11,51.11,No
S0009684,20240428,PH0077,PR0130,8,114.72,77.06,37.66,No
S0009685,20240428,PH0078,PR0065,13,117.83,81.12,36.71,No
S0009686,20240428,PH0079,PR0103,18,137.03,100.78,36.25,No
S0009687,20240428,PH0085,PR0021,13,164.5,116.33,48.17,No
S0009688,20240428,PH0085,PR0111,12,337.33,266.35,70.98,No
S0009689,20240428,PH0086,PR0023,7,117.75,79.51,38.24,No
S0009690,20240428,PH0086,PR0204,1,9.81,6.59,3.22,No
S0009691,20240428,PH0088,PR0076,1,46.64,34.65,11.99,No
S0009692,20240428,PH0091,PR0132,7,81.26,58.9,22.36,No
S0009693,20240428,PH0093,PR0194,4,147.75,114.97,32.78,No
S0009694,20240428,PH0097,PR0191,1,62.02,46.3,15.72,No
S0009695,20240428,PH0101,PR0077,6,52.56,40.91,11.65,Yes
S0009696,20240428,PH0104,PR0054,7,68.21,47.19,21.02,No
S0009697,20240428,PH0105,PR0139,2,18.77,12.02,6.75,No
S0009698,20240428,PH0106,PR0143,5,211.47,165.38,46.09,No
S0009699,20240428,PH0107,PR0169,4,132.2,93.72,38.48,No
S0009700,20240428,PH0108,PR0028,8,137.28,88.54,48.74,No
S0009701,20240428,PH0111,PR0019,1,64.29,49.87,14.42,No
S0009702,20240428,PH0112,PR0082,6,174.26,132.1,42.16,No
S0009703,20240428,PH0114,PR0040,9,213.38,155.94,57.44,No
S0009704,20240428,PH0114,PR0021,6,63.3,49.43,13.87,Yes
S0009705,20240428,PH0116,PR0018,3,115.03,87.74,27.29,No
